Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
47,79984,647,1,4,26,20063,60,0,1,2,664,0.2799241242204165,4,0,0.3018143026973721,0,0,0,23,18,7124,3266,124140,62353,6665.333333333333,0.8475487093379931,10,61787,0.201563,0.1941358647832825,525.021680582857,0.1783889298734032,1,41.6
47,104727,477,0,2,24,17313,12,1,1,1,358,0.0182339385587197,6,1,0.2798493776749425,0,0,0,29,26,3702,799,43634,15770,8727.25,0.9816475721184132,6,27864,0.243813,0.2500634087990293,1645.5535645151533,0.229574443784142,1,40.0
52,118700,559,0,3,33,16777,84,0,3,2,297,0.2086911862890451,8,1,0.108396397409944,0,3,1,23,7,3048,836,89326,16492,9891.666666666666,0.8770384045000063,8,72834,0.262277,0.2916550464773483,470.326206983873,0.0775729948088161,0,54.0
31,31626,541,0,0,7,10271,84,0,3,1,256,0.3075065471263429,4,1,0.3223414116891009,0,4,0,26,14,1700,214,100159,29394,2635.5,0.8230394791563194,2,70765,0.264771,0.2581488324277723,265.3509894954154,0.1978186262551377,0,53.0
43,69436,606,0,2,20,28766,60,2,3,2,1409,0.3034863666642006,0,2,0.5919345853759707,0,2,1,28,15,3733,1222,35288,7044,5786.333333333333,0.7450692048948233,6,28244,0.2307659999999999,0.2037249613380462,768.0974188191494,0.3762481857513364,0,61.0
67,56972,518,0,3,42,15690,60,0,3,2,540,0.315881885503648,2,1,0.141287415079564,0,2,0,21,23,1125,3028,31190,52914,4747.666666666667,0.9594988227116484,3,1388,0.26169,0.2421891097346859,453.3652254561807,0.2092323019285643,0,50.0
41,35809,525,0,3,20,30666,60,1,2,2,622,0.5265406919023706,2,2,0.2324796326754912,0,0,0,28,7,3726,1764,17827,10056,2984.083333333333,0.9763821646428568,6,7771,0.273166,0.2541071169035435,907.4865581715144,0.5125482057041015,0,55.0
32,76680,606,0,3,6,6539,72,1,1,0,440,0.0793797907401337,1,0,0.2789525010234692,0,4,0,24,29,3759,7595,41659,63506,6390.0,0.6389347676682067,3,5901,0.2185389999999999,0.2417077069133329,172.8296547313173,0.0959044843085003,0,48.0
61,35462,634,0,1,37,8717,60,0,0,1,783,0.1454175221092922,6,0,0.2132047324321545,0,1,0,21,3,298,667,80219,9862,2955.1666666666665,0.8398520222008875,2,70357,0.196717,0.2013091480595029,231.58261560252743,0.3433250066897053,0,50.0
29,35204,595,0,2,4,29029,60,0,3,0,231,0.3686011763056886,2,2,0.3829331171205638,0,4,0,22,8,1221,2284,164896,44586,2933.6666666666665,0.853717087964167,9,120310,0.236529,0.2525689762361401,856.417159551021,0.3706682739067223,0,52.0
26,131982,591,0,4,7,33229,36,1,1,1,509,0.2171453288174482,2,2,0.1559286205831112,0,1,0,19,5,2921,1071,74838,60529,10998.5,0.6998963007600334,5,14309,0.222729,0.2342469456934449,1293.6522136496178,0.1638998239441394,1,40.0
19,37418,541,0,3,1,28641,24,0,1,1,402,0.0540867106866941,3,1,0.4513862274812152,0,1,0,15,15,16999,8512,85306,26793,3118.1666666666665,0.801298334948126,6,58513,0.233141,0.2090647479154481,1470.4210670775549,0.6004878081386139,0,54.0
34,37667,558,0,3,14,17255,96,0,2,0,288,0.4021307552627239,2,1,0.4089666931450098,0,1,0,25,29,1728,1531,120684,36068,3138.9166666666665,0.957797129129318,6,84616,0.2732549999999999,0.3175171098846722,497.0764908965516,0.2501106509878307,0,56.0
37,16070,623,0,3,18,35929,60,0,1,1,475,0.6664998898010541,1,0,0.4762789707592237,0,3,0,29,17,10429,5483,42988,75501,1339.1666666666667,0.6150073183259532,3,9908,0.229429,0.2278581332349641,1008.4389603331658,1.1077328888611069,0,57.0
28,198353,583,0,2,6,19979,60,0,1,0,690,0.3513444149765153,4,0,0.0347671722439917,0,1,0,26,24,31754,16493,48247,13126,16529.416666666668,0.5487611426984864,6,35121,0.233479,0.2630746067192133,601.8226254823813,0.0781529470478821,1,38.400000000000006
46,53858,555,0,3,24,11817,60,0,0,2,909,0.4911032142548323,2,4,0.0761683608760346,0,3,1,20,9,9513,1378,21413,30219,4488.166666666667,0.5565393986133981,7,4890,0.239317,0.2047157623892688,316.1869722038025,0.2729816121364631,0,58.0
22,70863,621,0,0,0,7039,72,2,3,3,743,0.3604902929368592,3,0,0.5669542264075168,0,4,0,24,13,3916,416,17152,85801,5905.25,0.8038538369161794,4,3607,0.211539,0.2133481269076962,174.0942498708154,0.1553015113451277,0,55.0
49,59450,631,0,3,24,30987,72,0,5,3,341,0.3342675416139827,7,2,0.3441237039313435,0,1,0,31,15,3050,523,142916,69679,4954.166666666667,0.98887886340368,4,73237,0.230487,0.2457014561228828,826.5476285010838,0.2356698324981161,0,49.0
37,30880,625,0,2,15,21192,48,1,1,2,378,0.4424932652524987,1,2,0.0666947633249315,0,3,0,28,16,8666,715,97901,21614,2573.333333333333,0.9693824001505768,8,76287,0.203692,0.1885887911704443,632.0662673097763,0.3925127981773742,0,47.0
20,16748,485,0,1,0,22777,48,2,0,3,396,0.1640254687315704,1,1,0.6584716270900529,0,1,1,21,26,1963,730,38386,7526,1395.6666666666667,0.7681702860621438,4,30860,0.275277,0.2411039425474208,743.962768954541,0.8167872717610754,0,65.0
48,125958,548,0,0,28,59329,36,3,2,2,469,0.4905895320992981,5,1,0.0599862382466233,0,0,0,30,15,29586,2540,32126,3199,10496.5,0.9191742921298872,5,28927,0.270329,0.2801786280280696,2454.632880165677,0.278534071372903,0,49.0
34,32073,548,0,3,9,35185,24,1,1,1,291,0.2860362269361968,1,1,0.158111481100611,0,4,1,26,20,20541,1062,104490,18984,2672.75,0.7562280098264471,2,85506,0.2361849999999999,0.2550110958467647,1886.7349087073028,0.8147918468645786,0,55.0
52,69381,596,0,0,25,18304,96,0,3,3,486,0.5917720469586174,2,2,0.3467271374861573,0,0,1,27,10,12698,4633,17331,68674,5781.75,0.6759508254542207,4,10804,0.255304,0.2149749547212729,400.79230168947527,0.1533778357226575,0,61.0
21,48767,556,0,3,0,31161,120,1,0,1,275,0.459406513530782,3,1,0.5767009372047135,0,4,0,31,7,1129,3091,95055,38432,4063.9166666666665,0.8946578826420005,2,56623,0.308161,0.2928553728958036,805.0631492533911,0.2657690198503228,0,59.0
28,23437,539,0,3,4,21547,72,1,3,1,487,0.0864019406381573,1,2,0.2905965732899069,0,0,0,22,18,1167,392,28119,26420,1953.0833333333333,0.9812415560352328,4,1699,0.267047,0.2560066354367272,588.3823468630197,0.5506075078873678,0,53.0
47,97156,546,1,0,23,21838,60,2,0,1,190,0.308312667390956,0,1,0.1814797502907653,0,0,1,27,7,681,1651,113036,3274,8096.333333333333,0.7025853744468581,1,109762,0.253838,0.2741338754786175,672.2366451631606,0.1064971771373659,1,44.0
28,69112,578,2,1,9,17293,84,1,3,0,276,0.5899214638435436,4,2,0.5363107439939951,0,3,0,34,18,3913,106,75829,21118,5759.333333333333,0.9409230628843316,8,54711,0.253293,0.2117883650896235,396.3801381859125,0.1167461751682913,1,48.0
46,29614,668,0,4,23,34911,48,3,0,1,205,0.2640985279533642,4,2,0.1854058212076177,0,2,0,27,2,10534,1330,11864,10547,2467.833333333333,0.8530357200789803,5,1317,0.195911,0.1923165559064228,1048.1154072600705,0.5077795936759926,0,50.0
48,54233,589,0,3,24,28983,84,1,3,0,446,0.2066467932620883,3,0,0.1288935767310217,0,3,0,30,23,2819,1333,36104,23189,4519.416666666667,0.9183713240993308,6,12915,0.259483,0.2382296791271059,711.9383104818068,0.2562141081220231,0,50.0
45,40162,577,0,3,22,42963,48,2,2,1,720,0.5048039516182864,2,1,0.1223470737961803,0,4,0,25,28,3557,1865,77479,75547,3346.833333333333,0.748839637013394,3,1932,0.249463,0.2647064226316269,1459.995695424109,0.651360697801138,0,52.0
33,57073,607,1,2,13,14324,12,2,2,2,358,0.4826960747477845,0,2,0.1575143608842097,0,1,0,25,1,15500,1981,111266,81182,4756.083333333333,0.9551119479682014,2,30084,0.175824,0.1796209676733359,1312.965846494507,0.3513323315391531,0,55.0
19,24053,582,0,0,0,26946,36,1,5,2,224,0.3472302426151871,4,0,0.5709264333071711,0,2,0,24,23,861,586,44832,64625,2004.4166666666667,0.8959715589292402,4,1589,0.220946,0.2320932389108566,1046.014251968626,0.6336079085196654,0,60.0
21,22845,477,1,1,0,9565,108,0,1,1,861,0.5208106694696846,2,0,0.2467758956693546,0,1,0,30,19,541,584,179720,45602,1903.75,0.8130935396636076,7,134118,0.316065,0.287480246611801,248.4102301179008,0.5827499567264087,0,54.0
18,32492,570,0,3,0,17204,108,0,1,3,306,0.2417521204691959,2,0,0.1912081833568645,0,0,0,22,26,3411,2150,209887,58548,2707.6666666666665,0.7982238420091086,5,151339,0.277204,0.2501347195882037,401.9100198302573,0.2614465172338757,0,47.0
48,23430,523,0,1,26,46965,108,0,0,1,889,0.1739616975994635,2,0,0.1948664153423137,0,4,0,20,12,2099,211,55969,19642,1952.5,0.8440470510729404,3,36327,0.330465,0.3443026251912187,1414.1460141716434,1.1795882274886778,0,51.0
39,169892,637,0,2,17,47239,60,0,3,1,337,0.2406141323648358,2,2,0.5049268219431767,0,1,0,17,29,2918,1983,50954,102628,14157.666666666666,0.7312843300745133,5,10203,0.233739,0.2641883966506274,1426.0948015978329,0.1245328656980552,1,42.400000000000006
43,34418,593,0,1,20,18531,72,1,0,0,243,0.4340959739196697,5,0,0.3476772772680498,0,1,0,31,8,1994,484,120081,26771,2868.1666666666665,0.6569539928018243,6,93310,0.237031,0.2259310394910361,472.1583946997395,0.2493433882386215,0,55.0
40,82552,545,0,2,16,36918,36,0,1,1,126,0.4078966516240669,3,0,0.0328779232061533,0,1,0,23,20,1879,865,14780,17924,6879.333333333333,0.6608546106770056,3,7009,0.249418,0.2745235029452958,1516.158815173311,0.2387090050159866,0,50.0
37,112194,634,0,3,14,31907,84,1,1,3,560,0.0779991561139143,1,0,0.1728723517138998,0,2,0,20,17,17202,1005,18207,12614,9349.5,0.9063648567696722,4,5593,0.239907,0.2022675327916956,712.8960442183035,0.1361458948840369,1,36.0
39,108748,536,0,3,19,30464,48,0,0,2,685,0.4953865451929968,1,2,0.3378313340994946,0,1,0,18,15,1950,2792,86476,13647,9062.333333333334,0.7520150264478888,2,72829,0.2574639999999999,0.2315234768139808,978.9605887389667,0.1836128210621583,1,41.6
22,69456,556,0,3,3,13863,48,2,4,3,549,0.5195511444426876,6,1,0.11264250893197,0,4,0,28,24,2869,1493,69125,34146,5788.0,0.9656957410337524,3,34979,0.230863,0.2599789502159602,467.4066078025404,0.1756058410163338,0,51.0
47,86011,518,0,0,24,18082,36,1,0,1,449,0.4047778748788007,3,2,0.1109472628256192,0,1,0,26,18,8467,499,19489,514508,7167.583333333333,0.8514112807607841,9,1827,0.244082,0.1952656,667.6379384805828,0.155790018274023,1,40.0
39,39854,620,0,2,19,23232,84,0,2,2,651,0.7910594390043617,6,1,0.382651832666225,0,2,0,20,28,244,710,41843,232707,3321.1666666666665,0.7823942826750776,1,4085,0.238232,0.2542422391598963,594.3559630447282,0.3749754493033758,0,54.0
32,98269,628,0,2,9,19580,120,0,1,1,361,0.6319760874647601,2,2,0.3064847015382321,0,0,0,23,1,2433,825,220143,45141,8189.083333333333,0.9378988355842574,3,175002,0.26058,0.2645822373567851,465.7146653574483,0.1009532607871188,0,52.0
41,84706,508,0,2,18,28939,36,0,0,2,336,0.3234123456099512,3,1,0.1903386635776946,0,4,0,20,24,7832,1338,10604,9571,7058.833333333333,0.9597256705617756,9,1033,0.259939,0.2526195271063089,1154.622704900654,0.2111712565675141,1,39.2
57,104957,556,0,2,35,37625,60,0,1,3,784,0.3706070772944054,2,0,0.2743795481398858,0,1,0,23,4,691,725,610650,15337,8746.416666666666,0.924962252313848,3,595313,0.264625,0.2584798199083703,1123.1265070321986,0.2180466103679257,1,36.8
65,64414,592,0,2,44,32949,60,0,3,2,103,0.4153680930230476,2,1,0.4968851881506712,0,4,0,25,12,15736,1151,65936,12008,5367.833333333333,0.7907497530142548,10,53928,0.241949,0.2472751544793173,961.840307356256,0.1983743237227166,0,55.0
45,72443,571,1,0,17,13064,48,0,1,2,293,0.7590038294536302,4,1,0.1566733976380405,0,1,0,25,15,3373,320,76513,35680,6036.916666666667,0.9742989872358986,8,40833,0.222564,0.2289313952779959,417.9559328449615,0.1177680548036323,1,44.0
41,54643,639,0,2,17,28604,84,0,0,2,767,0.2320911447186224,3,1,0.4783741749147647,0,2,1,21,13,4276,1341,108707,13729,4553.583333333333,0.8421662737533391,3,94978,0.234104,0.2260084324045858,680.7272727919703,0.3179314326355369,0,57.0
45,63627,561,1,1,22,14385,48,1,1,2,284,0.1464949553461317,4,1,0.1276381802242243,0,1,0,35,20,2054,355,12637,10229,5302.25,0.7839845424581087,6,2408,0.228885,0.183108,424.8991720053123,0.133697802254762,1,41.6
38,44175,510,1,2,16,31380,12,1,3,2,569,0.0562278669366459,3,2,0.2283685034751094,0,0,0,24,29,2141,995,135889,11429,3681.25,0.7033978506575387,6,124460,0.24138,0.251967617610404,2985.4841587013816,0.965564457372192,0,51.0
25,102308,502,0,3,0,18142,48,2,5,3,737,0.0399545287191813,5,2,0.3193904566702917,0,0,0,28,20,2386,939,18771,18029,8525.666666666666,0.8485380655859008,6,8528,0.262142,0.2506107171391137,602.154743869962,0.1570733171055982,0,52.0
30,32016,583,0,3,7,22641,48,0,1,1,526,0.1602864215864791,1,1,0.5317876751491184,0,0,0,22,5,3006,556,340882,5197,2668.0,0.5939205957024465,7,335685,0.226141,0.1983501061976585,686.9851350717192,0.4546421045995949,0,54.0
44,27918,640,0,0,24,4571,24,0,0,0,939,0.2028189160774976,4,2,0.1121532126031964,0,2,0,25,9,5392,618,48948,25022,2326.5,0.6828941772406485,6,23926,0.159571,0.1319541216417968,217.7334630646297,0.4971989955145625,0,50.0
48,45597,574,1,3,25,30275,12,0,1,2,399,0.1543623373946946,4,0,0.3503966923287338,0,1,0,21,27,4668,474,62181,66178,3799.75,0.8514344969147813,6,2909,0.208275,0.2234190047351681,2838.5538934654587,0.8520439222226354,0,57.0
35,24682,614,1,0,14,31595,24,0,3,2,535,0.6273645707071344,3,0,0.303418297731952,0,3,0,30,26,13337,1141,492471,54742,2056.833333333333,0.7017071743810409,3,437729,0.199595,0.2395139999999999,1669.6960263612175,1.0718885145585693,0,52.0
42,78496,519,0,1,18,9312,24,0,1,1,479,0.5684669720336992,3,1,0.3052734904381373,0,4,1,28,25,3772,755,54118,36059,6541.333333333333,0.9125667235068068,5,18059,0.2248119999999999,0.2364311293773683,490.6785155837779,0.1482386642249966,1,48.8
27,77350,449,0,2,4,58767,96,2,5,1,710,0.0424119047470216,1,0,0.1847050484971731,0,0,0,22,14,510,5523,157104,5616,6445.833333333333,0.8301956560120816,5,151488,0.369267,0.3844434522538409,1978.569061539404,0.4171018582866561,0,45.0
24,39151,526,0,1,2,22831,60,2,3,0,303,0.1338997497939269,3,0,0.1697511634533528,0,0,0,15,20,4549,810,8643,45355,3262.583333333333,0.9361184063960672,6,10280,0.264831,0.2710677945933408,698.6098892789913,0.3069990210045182,0,50.0
29,49007,551,0,1,9,56506,24,2,1,3,416,0.4145306920634637,2,1,0.2775481442880906,0,2,0,28,13,2877,960,78080,39152,4083.9166666666665,0.8919050356883598,5,38928,0.256006,0.2470859519681803,3007.5557732898237,0.8383020645923619,0,54.0
40,46634,637,0,1,18,20770,72,0,0,2,317,0.4342368011909346,2,0,0.1991223483430097,0,2,0,17,9,6119,375,52936,38699,3886.1666666666665,0.8853905753421848,6,14237,0.21727,0.2213700867774265,523.5601188638371,0.2162954373711465,0,50.0
44,77104,582,0,3,23,10023,96,1,1,3,472,0.122400398070042,2,1,0.0334906075305367,0,4,0,31,11,685,690,121239,32208,6425.333333333333,0.7684889974458232,6,89031,0.254023,0.2417588148657623,236.829291137166,0.1103179017125699,0,47.0
26,49106,573,0,1,4,11164,48,1,2,1,362,0.5917973739582891,3,2,0.8529877817431196,0,0,0,25,25,2114,1609,59272,84437,4092.1666666666665,0.9259392303997191,8,5523,0.219664,0.2120950838947083,346.96029374452087,0.1732481473737272,1,48.0
61,59030,596,0,4,36,28201,24,3,3,3,512,0.4574090689779836,1,2,0.5477019340504815,0,0,0,22,23,5544,781,11649,43846,4919.166666666667,0.7552569899844778,5,8458,0.205201,0.2072141712545328,1445.2708056518684,0.3978866621687687,0,59.0
60,42991,667,0,0,37,16330,24,0,3,1,370,0.566979533712925,2,2,0.083323598629269,0,2,0,20,20,4627,214,13200,12648,3582.583333333333,0.8389927820283222,5,4409,0.15783,0.1434297026590032,786.6988301739661,0.3228672504032842,1,36.8
46,52670,550,0,3,24,20638,60,0,0,2,414,0.5763678915131086,0,1,0.3501061592328403,0,4,0,23,11,2493,4958,141582,4355,4389.166666666667,0.8473015222080156,7,137227,0.2506379999999999,0.2628100749723979,621.3494036891341,0.2358874661908032,0,51.0
41,46188,590,0,2,17,27005,96,0,0,3,288,0.6546662862529996,0,1,0.2423353713727736,0,0,0,33,18,7605,1518,238609,21692,3849.0,0.5410363821376671,4,216917,0.267005,0.2646231390209067,679.1850163216958,0.2512821554486089,0,51.0
56,20372,618,1,1,28,19617,120,1,3,2,305,0.1061584765961126,2,1,0.3194375212184345,0,0,0,15,23,7493,4207,27125,10202,1697.6666666666667,0.633564999199985,10,16923,0.265617,0.2862629600299575,497.347057804149,0.4726175482843995,0,55.0
46,59166,606,0,2,24,33398,36,0,0,0,386,0.2297257650597094,3,2,0.1605955898877886,0,1,0,25,8,2746,506,31332,27141,4930.5,0.616144701743973,4,4191,0.215398,0.2063090951361531,1251.9516887989248,0.3322080293680001,0,48.0
30,37396,494,0,3,11,16445,60,0,3,3,221,0.29822465222668,8,0,0.1825650550031804,0,2,0,17,18,7191,695,96935,9541,3116.333333333333,0.8885123125619415,5,87394,0.274445,0.2592269072539743,491.6186391261696,0.2286721486125263,0,49.0
34,19437,547,2,1,13,24193,96,0,2,1,1228,0.4737032910718629,3,3,0.3713781578960695,1,4,0,22,5,3579,536,387578,19903,1619.75,0.8291318087299198,3,367675,0.285693,0.2968217040517538,661.8063721725052,1.166727193809233,0,68.0
50,132947,641,0,2,27,10170,48,2,1,0,457,0.2963316737479595,7,2,0.2939626902798546,0,0,0,21,8,2814,1406,13093,171277,11078.916666666666,0.8722018240616766,4,8800,0.18467,0.1659231157351607,291.3150811691053,0.0675440662371416,1,38.400000000000006
48,82424,535,0,1,25,38466,72,0,3,3,280,0.0749721687568389,5,0,0.6111846316193099,0,1,0,27,14,2968,840,95321,14483,6868.666666666667,0.6256832658630955,5,80838,0.285966,0.3013574196420766,1160.5857139818806,0.2097329487501524,0,54.0
23,49222,543,0,0,1,29266,60,0,0,2,712,0.6195291340631092,1,2,0.1408883756468333,0,4,0,32,29,3650,2254,74371,31836,4101.833333333333,0.9284212800908604,5,42535,0.262766,0.296208415529751,940.0500043079184,0.4027589299844585,0,53.0
29,27429,579,1,1,7,18485,96,1,2,1,396,0.1099251458730892,6,1,0.231946561873747,0,0,0,27,1,2085,1585,39607,25779,2285.75,0.9548037097030524,5,13828,0.263985,0.2919430684194213,499.40533584040656,0.391733713590903,0,60.0
37,53130,603,0,3,14,17686,96,1,0,1,1588,0.252775756954389,5,1,0.4184429879299689,0,4,0,25,20,968,382,220686,13770,4427.5,0.9153529741094324,5,206916,0.251186,0.2201786286066566,393.1335185053453,0.4474609866754027,0,49.0
22,40340,585,2,1,0,22566,24,0,4,0,567,0.2049209544901425,3,1,0.1794915721513946,0,3,0,29,11,472,363,338077,16477,3361.6666666666665,0.9543815703744696,7,321600,0.205066,0.2063514870916054,1155.5286117013045,0.5124031566786231,0,48.0
19,36274,605,0,2,0,15298,48,2,3,2,195,0.4193653580528926,7,1,0.172291628799646,0,1,0,21,4,8450,871,120974,185491,3022.833333333333,0.8424785820439901,5,10829,0.207798,0.2294765599516836,489.88479167886754,0.2265704774810169,0,52.0
45,67954,526,0,2,20,14075,60,0,0,2,171,0.4915742597306538,5,1,0.3250270116920878,0,0,0,25,27,7943,304,74687,14006,5662.833333333333,0.8637401962414014,3,60681,0.256075,0.2408116921350729,405.5725165053043,0.1018169673317781,1,42.400000000000006
37,75527,594,2,2,14,16184,36,1,4,1,399,0.5500810554579718,3,4,0.3385040088852943,0,0,0,29,23,911,487,184463,107440,6293.916666666667,0.958549365749441,5,77023,0.204184,0.1976839575471048,599.5472850566135,0.158652765510074,1,44.8
42,32684,520,0,1,17,27342,12,2,3,2,835,0.2923319173650275,1,1,0.0621467020289856,0,4,0,24,4,524,1785,43124,17378,2723.6666666666665,0.9878335624229408,5,25746,0.232342,0.2788104,2637.075664451401,1.2747799526807249,0,54.0
35,33719,528,0,2,16,50314,12,0,5,3,497,0.1005453217444045,1,1,0.1813252720299231,0,3,0,22,6,635,355,33392,18528,2809.9166666666665,0.7225105110857574,1,14864,0.251314,0.2517152465243395,4786.242964587247,1.880213398233844,0,52.0
25,120294,561,0,3,6,41817,72,1,3,2,168,0.2593982010009104,2,2,0.6129199521753849,0,0,0,25,25,1852,3833,326338,21754,10024.5,0.807923886978158,4,304584,0.276317,0.3108291717806499,1287.366813031964,0.1451809878828833,0,50.0
30,26960,603,0,2,7,12517,36,0,5,3,454,0.1656594341635739,3,1,0.3996098167022324,0,2,0,26,10,14928,3283,82498,34140,2246.6666666666665,0.8055587781089373,6,48358,0.196017,0.199492671000925,464.85307451554974,0.4089850480039539,0,52.0
33,35086,479,0,3,9,32477,60,0,3,1,307,0.111439110078682,4,0,0.321972487134793,0,4,0,23,4,1631,2090,126890,52673,2923.833333333333,0.9125652138977024,4,74217,0.297977,0.3250697339904909,1101.2954495800984,0.4816606451280049,0,55.0
52,38941,626,1,1,30,12707,84,0,1,1,464,0.2196977571561947,3,1,0.2599844025161525,0,2,0,33,22,2006,442,84692,13769,3245.083333333333,0.9399770180585734,7,70923,0.224707,0.2241950290945333,300.9735800857015,0.2357331080616424,0,51.0
39,42771,628,0,0,18,14480,36,2,3,2,232,0.0819118347059043,2,0,0.15020054589636,0,1,0,20,26,27792,406,28198,98402,3564.25,0.6122956672925599,6,9999,0.18548,0.156222189874972,506.37727938958767,0.2071620339172582,1,37.6
51,15000,540,0,1,29,18279,84,1,0,0,497,0.1028391443422817,1,0,0.3132277635385165,0,0,0,19,12,1266,5713,10835,16778,1250.0,0.7622837310564472,8,8186,0.273279,0.2944315033850264,515.8239707596114,0.8102591766076891,0,55.0
31,26721,621,1,3,9,19051,60,1,3,3,399,0.4395509784122747,3,1,0.1813392205304421,0,1,0,15,24,561,1760,136369,18491,2226.75,0.8213071398188351,4,117878,0.213551,0.2054233201364566,510.5010231364104,0.4084432572746875,0,49.0
18,116953,560,0,1,0,13140,84,0,2,2,331,0.1127503965113938,5,1,0.6165879907062225,0,0,1,25,11,1780,1072,37164,14403,9746.083333333334,0.7791055437451,1,22761,0.25814,0.2797212936163715,357.9636641952206,0.0706913372922682,0,62.0
22,87556,543,0,3,0,45343,48,0,4,2,343,0.211960504484335,2,0,0.3003839644833446,0,0,0,23,28,2485,1273,43033,40158,7296.333333333333,0.9556137620958176,4,2875,0.268843,0.2936266700402978,1615.8549551489727,0.2684711437455762,0,53.0
40,30824,624,0,3,15,24510,48,0,1,2,355,0.4525706227538591,6,3,0.3226130386464628,0,1,0,17,18,2465,424,24300,36415,2568.6666666666665,0.7516725452976379,7,8471,0.20751,0.249012,811.3311738516202,0.4540609293478926,0,53.0
25,49855,486,0,0,3,18998,48,0,5,0,404,0.1482862585074087,2,0,0.7625491487692065,0,1,0,23,4,2841,2102,62488,68894,4154.583333333333,0.5106665260386972,4,4711,0.2709979999999999,0.2777869987276958,659.7176043108055,0.2560347257392372,0,61.0
59,47336,614,0,3,38,21493,60,0,1,2,333,0.3456763616922303,4,0,0.2645444886465597,0,0,0,27,26,625,1220,254006,18581,3944.6666666666665,0.8495767240067865,8,235425,0.219493,0.2058215665361624,576.4174036521285,0.2305435365013001,1,36.8
51,84767,598,0,2,29,11758,36,2,3,1,492,0.388301091250786,4,1,0.17140292520894,0,0,1,24,28,905,185,164936,7265,7063.916666666667,0.8796635252204816,3,157671,0.197758,0.1986293266968722,436.14867379688405,0.131392925142598,1,40.8
35,21813,617,0,0,11,22639,48,0,0,2,321,0.0953994390076205,0,2,0.1828021914606254,0,1,0,28,29,2645,1656,173592,7985,1817.75,0.8398339388806944,7,165607,0.209139,0.2015177906753394,690.7450492509886,0.5565919676803678,0,44.0
34,49839,573,0,3,12,11367,36,2,4,2,361,0.0863962453522444,3,1,0.2807130455377518,0,0,1,17,11,4869,1004,21954,8733,4153.25,0.8904441657304594,4,13221,0.209867,0.2059572387780877,425.8966604944535,0.189465276709674,0,58.0
52,91702,627,0,4,30,18310,36,3,1,2,233,0.416794102009222,1,1,0.2546836145299858,0,1,1,21,8,8090,4297,54480,56265,7641.833333333333,0.8452844642084677,9,7026,0.18981,0.2004137900887434,680.8513155276312,0.119585350224985,0,56.0
59,65599,588,0,1,37,16354,60,1,3,2,363,0.1740768038175025,2,0,0.3326012611735683,0,2,0,23,23,2809,1188,19645,100046,5466.583333333333,0.7263268578707671,6,2020,0.227354,0.2513364391855511,481.2937339744578,0.1544463300918229,0,53.0
22,58951,525,0,2,3,20666,24,2,3,2,192,0.4928639421990368,2,0,0.0942844552839298,0,0,0,17,17,7856,1055,127049,31393,4912.583333333333,0.8100499864452303,5,95656,0.2331659999999999,0.24351756392476,1096.2656775095388,0.262237928620625,0,49.0
51,32339,616,0,2,31,19325,36,0,5,1,599,0.2571520744768938,3,2,0.4432768518542498,0,4,1,18,15,10940,451,60392,2948,2694.9166666666665,0.7242597191089885,5,57444,0.196325,0.1858072611379054,704.2876990951536,0.4836096474579252,0,58.0
28,15885,558,0,3,7,53518,24,1,4,1,455,0.1083030087144478,4,0,0.3523566981028837,0,3,0,26,14,4167,3850,30344,29416,1323.75,0.849454067025315,3,5073,0.249518,0.2218264198891692,2781.244439487943,2.444755006223186,0,55.0
61,25690,588,0,2,36,52892,12,1,0,3,387,0.1506030356878959,1,0,0.2141589748662933,0,3,0,26,21,6799,314,48101,24314,2140.833333333333,0.684554427433816,5,23787,0.223892,0.2665781085718866,5069.725513728243,2.548879181188747,0,53.0
58,26225,642,0,2,35,20048,60,2,0,2,685,0.3360437509680479,2,0,0.317945266509126,0,0,0,27,20,4032,3623,81199,10964,2185.4166666666665,0.6618603690143048,11,70235,0.204048,0.2425324359781058,579.6908458774701,0.5786955252823505,0,51.0
35,33957,629,0,3,16,12288,60,0,2,2,543,0.3142330811713524,5,2,0.414530062623213,0,1,0,18,22,2444,941,98238,30762,2829.75,0.8706964316738831,5,67476,0.202788,0.1697559363288438,305.22721651474365,0.2997534116140096,0,52.0
37,61546,609,0,0,17,49488,60,0,1,2,198,0.0521275012089366,3,2,0.382164721271354,0,0,1,16,12,8302,384,20396,36419,5128.833333333333,0.9320008686525092,2,7051,0.249988,0.2999855999999999,1601.061084371927,0.3507739416446744,0,56.0
46,51051,584,0,0,23,11511,36,0,4,3,235,0.3534867035880573,1,0,0.0911286182124249,0,2,0,21,3,766,2025,116746,100689,4254.25,0.7465397841896246,5,16057,0.204511,0.2103441702533623,433.8811377212528,0.1572265705403426,0,53.0
